player_id,goals,assists,minutes_played
3560,0,1,911
3562,0,0,3086
3564,0,1,270
3569,7,13,7286
3573,2,0,2119
3575,0,0,6300
3580,1,0,6282
3583,0,0,900
3589,0,0,634
3597,0,1,2528
3613,0,0,1
3614,0,0,1268
3620,13,12,7808
3630,0,0,270
3634,0,4,1450
3640,0,0,327
3666,0,1,708
3682,0,1,180
3692,0,1,5247
3698,0,0,3443
3707,0,0,2667
3713,31,13,7136
3719,0,0,76
3730,5,7,4729
3753,5,4,2249
3755,0,0,630
3762,3,6,2841
3771,1,1,3294
3775,0,2,2719
3783,2,2,1369
3785,2,5,4445
3788,0,2,2356
3791,1,1,2085
3807,0,0,1872
3816,0,3,990
3817,0,0,1455
3824,1,0,1657
3825,3,1,1849
3838,0,0,5676
3851,7,2,8617
3869,5,7,7603
3875,87,21,15198
3876,8,5,2155
3878,4,10,13994
3881,3,10,12975
3890,6,2,1946
3900,12,2,3852
3901,0,0,169
3913,0,0,24
3914,1,0,252
3924,24,15,5328
3926,5,4,2024
3942,5,2,1668
3947,1,0,252
3950,18,10,8122
3966,10,5,3031
3975,13,6,3739
3978,0,0,465
3979,0,1,22449
3989,4,2,1353
3995,1,3,3307
4010,71,36,15800
4015,0,0,311
4018,6,13,23094
4042,0,0,10726
4055,1,2,1770
4058,0,0,180
4063,14,21,12017
4070,1,4,5443
4072,37,20,10762
4075,3,2,1066
4086,6,0,823
4094,0,0,167
4095,0,0,2850
4111,0,0,939
4112,0,0,30
4115,2,1,2397
4133,0,0,1286
4158,8,6,4284
4188,36,61,16228
4192,20,24,7712
4205,7,7,3160
4208,0,0,258
4216,2,3,1367
4217,21,10,6301
4219,0,1,305
4233,0,0,3195
4241,4,2,10156
4248,25,23,9553
4251,0,1,1890
4257,91,36,16112
4267,0,1,12758
4276,67,34,10996
4277,2,1,4644
4310,0,0,495
4311,0,0,10251
4314,1,1,1002
4315,5,1,4077
4316,2,0,3816
4317,11,21,15026
4321,8,14,6742
4323,12,19,13197
4327,2,4,1745
4334,0,0,9990
4337,0,0,233
4338,0,2,2204
4344,1,0,1594
4351,0,0,689
4357,121,39,18778
4359,2,0,669
4360,70,63,13081
4361,4,6,2315
4371,0,0,1869
4377,31,41,15992
4380,110,32,15418
4383,16,11,5485
4384,0,0,280
4391,0,2,11255
4403,3,10,4485
4408,2,2,568
4410,5,0,2880
4415,0,2,1681
4424,2,3,867
4425,6,13,4031
4429,2,0,723
4451,3,0,1120
4452,11,6,5217
4456,1,1,631
4471,0,0,236
4487,0,0,540
4489,0,3,3578
4513,0,0,622
4517,0,3,3560
4519,0,1,1486
4520,1,0,1463
4531,10,6,1667
4533,6,6,3733
4538,0,1,4500
4563,1,3,6028
4570,1,0,410
4573,0,1,632
4582,0,0,1080
4592,2,8,3537
4605,0,0,2192
4607,2,2,5233
4624,0,1,3623
4634,1,2,10113
4638,6,1,7096
4669,0,1,1270
4672,8,3,10382
4673,41,40,13028
4676,6,3,2942
4678,1,1,6870
4687,30,21,11622
4691,4,1,5850
4698,5,13,9486
4740,1,1,3392
4742,24,23,15864
4746,0,0,43
4750,25,11,6562
4763,1,0,397
4793,1,0,2971
4796,5,4,7372
4811,9,6,25446
4829,0,0,315
4873,1,0,1917
4902,23,12,5548
5017,10,11,23563
5023,0,0,28055
5072,0,0,1440
5169,25,5,6090
5245,13,12,19468
5278,0,0,3333
5281,0,0,43
5283,0,0,3842
5285,10,20,15948
5286,0,0,90
5293,5,2,8469
5299,1,1,581
5300,3,9,2387
5303,31,19,10446
5308,0,0,15808
5309,0,0,2070
5315,0,0,785
5336,7,6,20769
5338,0,0,17038
5339,2,1,4678
5345,0,1,1499
5348,5,22,15057
5352,0,0,945
5357,0,2,571
5376,2,3,1162
5399,2,2,2205
5404,18,8,20303
5406,4,8,4718
5418,1,0,1659
5422,7,2,7750
5430,0,1,7317
5431,2,2,2418
5438,2,5,819
5439,4,8,3351
5444,0,0,20
5451,4,0,6098
5452,1,1,1285
5457,15,22,8745
5461,10,13,4626
5470,0,0,12289
5474,1,0,1641
5477,6,8,10543
5486,5,1,5498
5495,19,12,5461
5501,0,0,383
5507,1,0,3439
5509,0,0,360
5513,1,3,15550
5516,1,0,384
5518,4,0,459
5521,17,4,4174
5539,0,1,813
5543,4,0,3680
5544,6,5,3024
5562,0,0,324
5566,0,0,254
5574,40,8,6747
5576,0,0,4972
5578,0,0,22238
5586,0,0,888
5588,3,1,5217
5592,0,0,456
5597,1,1,1144
5614,1,1,4217
5622,0,0,1197
5627,2,1,1298
5635,0,0,1601
5636,1,2,3236
5639,4,0,979
5645,4,2,4592
5648,7,12,7105
5652,2,2,847
5658,0,0,22662
5664,1,0,860
5667,7,0,3925
5668,2,5,5853
5672,7,17,14189
5676,1,4,8921
5680,6,2,1921
5686,0,0,5714
5687,0,0,5416
5688,0,0,630
5698,13,11,5637
5712,3,4,1399
5755,6,7,19895
5768,0,0,468
5782,32,35,14975
5793,2,4,4776
5794,9,3,2133
5812,0,0,283
5817,16,24,10306
5818,1,4,3600
5825,43,10,8570
5854,0,0,5970
5856,0,2,8726
5858,2,4,13261
5868,5,1,6315
5870,3,4,6707
5873,2,5,5514
5878,45,10,10323
5879,11,0,2857
5880,0,1,11184
5881,0,0,540
5889,0,1,4210
5890,5,0,3115
5892,2,3,2376
5893,5,5,6322
5896,4,11,8319
5908,0,0,18
5917,0,0,256
5922,2,1,588
5925,3,1,3951
5928,35,5,7802
5936,0,0,1200
5938,3,0,3029
5942,0,0,3073
5946,2,3,7813
5947,16,19,17664
5948,0,0,128
5957,21,12,11860
5958,38,43,8620
5962,29,30,8458
5966,0,3,2809
5967,0,0,2422
5970,3,1,13218
5974,1,6,3098
5976,0,2,2338
5980,59,18,9771
5986,0,0,270
5993,3,2,4944
6004,2,0,1165
6012,2,2,5617
6020,4,2,1538
6026,3,1,1032
6031,68,20,9979
6033,16,14,9238
6043,18,12,5898
6046,1,2,1362
6053,13,10,4981
6058,0,0,426
6065,1,0,3854
6073,0,2,3243
6075,2,0,649
6076,2,1,692
6087,1,0,3409
6090,0,0,823
6097,10,9,1982
6106,2,1,2642
6107,0,0,517
6118,3,2,727
6119,0,0,1872
6150,2,1,9981
6157,4,2,1247
6160,35,11,7078
6176,0,0,388
6233,1,4,1112
6234,23,6,5711
6237,77,34,14591
6251,3,1,2824
6267,0,0,152
6270,0,0,7758
6274,0,0,182
6278,0,0,3231
6287,2,2,2328
6288,84,20,12965
6301,4,1,1481
6320,1,2,671
6322,0,0,165
6403,0,1,4607
6404,0,0,1260
6427,1,1,2037
6438,5,8,7904
6442,0,0,1740
6448,16,10,3529
6457,3,3,2374
6585,24,10,3877
6590,0,0,9360
6636,6,27,17410
6645,4,15,4472
6666,25,3,14419
6710,10,4,16455
6717,0,2,870
6721,4,3,2352
6722,0,0,86
6750,2,7,7189
6764,6,9,3076
6791,5,5,1222
6792,3,1,3252
6793,2,6,7884
6803,1,16,12041
6807,0,0,189
6824,3,1,1009
6832,0,0,602
6838,6,1,594
6852,0,0,149
6853,13,9,10768
6855,25,22,4890
6860,0,2,2141
6861,5,3,8955
6866,1,3,1505
6871,29,25,11321
6873,15,5,2283
6893,0,0,803
6910,0,0,1
6911,0,0,1812
6912,0,1,1099
6915,0,0,287
6917,0,0,208
6931,0,0,8603
6934,1,5,2594
6949,18,11,5004
6968,0,1,7180
6970,9,3,2317
6980,0,0,527
6986,10,10,6449
6994,1,8,8622
7023,2,7,4135
7025,8,5,8898
7028,7,0,7814
7041,6,3,7683
7043,15,3,2440
7054,0,0,914
7063,0,0,90
7072,1,0,1702
7079,0,0,19669
7087,0,0,1125
7088,0,2,1965
7090,0,0,7380
7093,4,4,16957
7096,6,5,11860
7101,5,2,2896
7102,0,0,33
7109,1,3,17271
7110,0,0,180
7133,5,1,703
7152,13,7,18317
7153,2,3,2174
7161,66,80,20754
7194,0,1,523
7214,0,0,90
7215,0,0,5117
7237,2,20,11576
7252,14,21,8905
7253,0,0,2495
7264,3,1,3007
7288,0,0,10249
7309,1,3,8808
7311,0,0,765
7319,7,3,7695
7326,1,3,5112
7330,0,1,2216
7337,0,0,628
7345,1,4,9844
7346,1,2,1741
7353,0,2,946
7358,0,2,4334
7373,2,3,3538
7394,9,3,2216
7397,0,0,315
7401,9,1,9991
7402,0,0,435
7423,1,1,1256
7427,36,16,8482
7444,16,25,9232
7445,0,0,1781
7448,0,4,2315
7449,5,21,22743
7451,10,8,8205
7468,6,7,2772
7476,9,23,16196
7480,3,0,1108
7486,0,0,3363
7492,1,2,3149
7499,0,2,1602
7501,1,11,3108
7512,2,3,5530
7519,1,0,1664
7520,20,14,12191
7528,0,1,950
7537,0,0,3757
7542,2,6,9947
7563,0,0,1676
7568,2,2,9986
7572,2,0,1872
7575,0,0,1694
7589,0,0,10029
7593,0,6,15570
7594,4,0,2629
7600,16,55,18826
7602,8,14,14475
7607,13,28,9450
7611,25,10,4648
7612,0,0,3528
7629,0,0,34
7631,5,0,9610
7633,1,2,2766
7642,0,0,416
7663,43,52,20149
7668,0,0,180
7669,0,0,887
7682,2,17,2952
7717,19,33,8988
7723,0,0,662
7737,0,0,818
7739,2,3,3301
7763,0,4,2722
7767,69,30,14861
7776,0,0,4068
7781,9,3,14689
7782,8,12,5452
7784,5,4,1812
7795,0,0,480
7797,0,0,12407
7803,1,0,1747
7818,13,11,4606
7821,12,2,3131
7825,0,2,31665
7828,0,0,3285
7841,3,1,1641
7844,0,1,241
7858,0,2,686
7867,1,0,186
7874,0,0,17831
7881,4,1,5851
7899,1,0,57
7901,0,1,1614
7914,0,1,10977
7922,40,35,12972
7923,5,26,12325
7930,7,4,2988
7937,0,0,2658
7945,2,2,3526
7949,4,2,5799
7955,0,0,796
7970,0,1,3297
7971,84,27,18857
7978,0,1,285
7980,31,14,5341
7983,3,6,2967
7985,0,0,139
7989,8,6,3419
8006,17,16,7789
8019,5,9,3951
8060,12,4,13695
8073,3,2,1143
8108,1,0,2929
8163,0,0,301
8176,0,0,6683
8184,0,0,14456
8187,0,1,557
8188,3,1,451
8198,432,114,41150
8206,4,1,4640
8207,0,0,146
8246,0,0,1110
8284,0,0,53
8317,3,11,5764
8323,0,2,5294
8387,0,2,1277
8399,3,0,846
8421,1,3,8878
8480,4,9,2829
8487,13,16,7410
8491,33,33,13185
8498,0,0,1138
8538,6,5,6566
8548,3,3,3300
8552,55,19,11445
8559,0,0,459
8640,1,5,2510
8669,0,0,1448
8680,2,3,4572
8689,5,4,1234
8691,1,2,4545
8706,0,0,450
8709,3,0,3426
8730,2,4,1946
8733,0,1,16813
8740,0,0,222
8746,1,5,4766
8806,49,88,23223
8840,0,0,1138
8883,51,17,11556
8885,7,18,16683
9091,0,1,2790
9161,5,4,4692
9218,1,5,2886
9239,1,1,302
9335,35,11,10017
9339,11,9,15892
9340,3,0,5897
9354,21,11,4135
9369,0,0,3660
9410,9,3,9743
9413,24,11,5997
9422,0,0,26289
9493,0,0,1104
9500,0,1,11590
9501,0,0,2970
9502,2,1,2842
9506,0,0,30
9508,8,13,3547
9509,0,1,189
9524,1,4,652
9543,1,1,666
9593,9,17,21017
9594,14,3,15877
9596,1,1,956
9602,5,13,3835
9604,1,0,290
9616,32,11,7897
9618,21,35,8110
9619,1,2,6591
9621,0,1,4036
9638,1,5,6528
9643,11,7,7060
9644,12,8,18417
9645,4,4,3907
9646,0,0,78
9647,0,1,2284
9659,1,1,8007
9665,4,3,3802
9667,0,0,1721
9684,1,0,1247
9688,1,1,3024
9694,1,0,2962
9696,0,0,13
9697,3,1,5678
9698,0,0,3420
9706,0,0,130
9707,5,10,9780
9711,2,1,748
9737,0,1,2372
9743,1,0,4780
9761,0,1,358
9775,0,0,8083
9779,0,0,1697
9786,25,13,6496
9794,37,16,8928
9796,5,9,1791
9798,12,16,5220
9800,1,5,1259
9813,0,7,8748
9814,2,0,437
9819,14,2,17746
9824,37,14,7783
9828,2,4,10909
9830,4,3,3532
9832,0,0,221
9836,39,16,8490
9841,0,3,2535
9847,0,0,1297
9849,0,0,300
9850,7,4,13536
9852,7,10,6807
9856,0,1,792
9871,0,2,1672
9915,0,1,3114
9934,0,1,3018
9956,13,17,4075
9966,2,0,2245
9967,31,15,13470
9975,0,0,52
9980,1,0,268
9988,6,1,10112
10003,10,3,16261
10025,0,0,366
10029,1,0,4285
10118,0,0,90
10121,0,1,2144
10139,3,6,3756
10143,64,18,18643
10152,1,4,4623
10183,1,6,3879
10244,2,2,2501
10250,0,0,90
10254,0,0,2970
10255,5,5,2741
10267,0,0,12
10288,0,1,347
10289,6,3,1364
10329,0,0,17
10375,0,0,272
10424,9,19,13099
10471,29,13,28865
10501,5,1,522
10503,4,3,4553
10504,0,1,1974
10598,3,4,6743
10642,1,1,7800
10885,5,7,3937
11111,7,4,10216
11268,6,6,4009
11333,3,2,740
11354,2,3,8037
11359,1,0,239
11360,0,0,41
11365,0,0,939
11378,0,1,440
11530,0,13,18450
11680,0,0,4686
11757,0,0,570
11765,10,2,5791
12028,0,0,8336
12029,0,1,13533
12033,0,0,135
12064,0,2,2520
12093,1,0,3667
12096,1,6,9319
12098,0,0,360
12101,1,8,10230
12106,14,12,6879
12112,1,0,2336
12115,0,0,120
12124,0,7,14379
12125,0,0,1710
12127,3,0,4258
12134,3,7,8510
12142,11,3,2620
12149,2,2,8317
12249,39,56,23693
12275,0,0,627
12282,23,29,41092
12351,4,2,4715
12359,0,1,4680
12379,1,1,4760
12384,4,3,7844
12386,5,4,6462
12387,0,0,992
12398,0,0,181
12401,0,0,11
12502,2,8,3537
12503,3,0,3882
12508,16,22,9277
12515,3,1,4577
12516,12,6,3822
12517,2,0,646
12518,0,1,17889
12530,0,0,90
12540,0,3,1411
12563,47,29,13068
12569,0,0,3628
12570,0,2,1435
12575,1,1,1635
12589,0,0,28841
12597,0,2,3905
12610,1,0,3178
12628,5,2,1224
12638,2,1,1261
12654,9,4,1647
12663,1,10,12126
12665,4,8,15226
12673,11,6,4415
12674,6,0,6876
12682,0,0,3420
12688,24,33,32948
12691,7,3,11149
12693,0,0,156
12703,0,3,4800
12704,4,5,6910
12709,1,0,2064
12729,58,16,10749
12732,3,1,3898
12742,0,0,418
12743,1,6,4000
12746,3,4,1819
12751,0,0,450
12752,0,0,14895
12753,0,0,3480
12758,7,6,6600
12763,43,22,11326
12765,2,3,6176
12769,1,0,625
12772,0,0,3725
12773,1,9,12702
12802,0,0,577
12804,4,9,3772
12807,5,1,1148
12811,9,7,12329
12812,3,2,3231
12814,0,0,8335
12817,0,3,9000
12836,2,2,4074
12840,2,1,1019
12864,0,1,4685
12872,3,3,4877
12873,37,10,10070
12880,0,0,10610
12883,5,4,10615
12888,3,1,1244
12895,0,0,3555
12900,6,10,10260
12906,5,1,8166
12907,0,0,16308
12908,11,22,9623
12912,1,1,1282
12938,7,3,2500
12953,3,2,10655
12957,0,0,3942
12974,4,3,17041
12979,4,1,5206
12988,0,0,1694
13001,0,1,2349
13021,0,0,7103
13023,46,8,10170
13028,2,0,2141
13036,1,1,1902
13037,1,0,1698
13038,4,4,8276
13041,0,0,9281
13047,0,1,480
13048,0,0,1901
13049,1,2,1984
13051,0,1,1044
13058,2,9,5297
13061,1,2,5613
13063,0,0,1299
13069,0,0,1532
13073,5,11,3828
13074,0,0,3197
13078,3,6,9735
13087,0,0,49
13090,0,5,3480
13091,55,30,16681
13099,0,0,2196
13103,20,2,4605
13110,1,1,3536
13111,1,0,5574
13113,1,0,350
13114,1,1,730
13121,11,5,23802
13122,14,2,4584
13147,2,2,6422
13150,9,2,991
13157,0,1,2373
13166,0,0,375
13168,8,10,6548
13175,0,1,73
13213,0,1,1371
13216,0,0,4140
13217,3,26,19839
13222,1,2,5620
13230,12,12,16232
13239,12,3,2689
13258,7,6,14665
13271,0,0,4230
13283,0,0,12046
13286,2,5,1809
13292,22,19,7599
13309,0,5,2257
13326,0,0,540
13340,3,2,1459
13354,1,0,2080
13368,1,0,118
13371,3,1,2326
13372,0,0,9
13389,0,2,6833
13405,1,0,366
13412,9,5,3248
13426,0,4,1624
13427,12,4,6258
13431,0,1,1083
13443,0,0,404
13445,1,0,738
13460,0,0,2970
13465,4,16,10053
13483,6,4,6653
13490,0,0,169
13493,24,28,6547
13501,0,0,6493
13507,23,36,18182
13520,13,5,18526
13543,0,11,3393
13557,1,0,1965
13561,67,51,11367
13572,0,1,25482
13573,0,9,11434
13582,0,0,2565
13583,5,2,6374
13612,0,0,294
13616,0,0,2159
13640,0,0,2011
13683,1,0,1693
13686,0,0,80
13702,17,5,4001
13743,0,0,1755
13748,6,1,1103
13749,0,1,1421
13783,0,0,243
13796,3,1,1043
13799,21,15,6101
13823,0,0,1788
13829,1,1,1676
13831,3,1,882
13845,3,3,2712
13849,4,1,1905
13862,9,6,11662
13867,1,0,1543
13872,2,4,7944
13894,0,0,2150
13902,0,4,1063
13905,2,2,4240
13919,1,4,6249
13932,6,4,7525
13938,17,11,7955
13942,1,1,1179
13946,53,29,17135
13952,0,1,68
13957,0,0,2970
13959,25,5,5828
13964,0,0,72
13972,2,0,2776
13979,6,6,2910
14007,0,0,1170
14013,6,0,677
14031,0,1,134
14041,2,0,2793
14047,1,9,3364
14066,21,18,12767
14069,0,0,55
14081,3,5,4595
14086,18,44,26599
14098,0,0,6976
14118,4,4,3774
14119,36,42,12869
14124,5,4,7638
14127,26,22,9058
14128,0,1,2329
14132,28,20,33998
14137,0,4,5695
14149,0,0,73
14151,0,0,540
14170,42,14,6605
14178,1,0,1163
14186,3,5,1428
14192,13,14,13729
14195,1,0,8604
14219,0,0,1741
14221,16,31,18931
14240,0,0,339
14244,0,0,623
14259,1,0,3026
14262,0,0,829
14263,1,0,4721
14270,2,0,2330
14274,1,0,1890
14279,0,0,78
14282,3,2,7617
14309,1,0,267
14331,0,0,798
14334,0,0,136
14342,0,0,2057
14349,0,0,141
14365,0,0,1129
14403,1,2,2090
14511,5,13,4070
14514,0,2,2247
14515,0,1,2901
14520,1,0,2341
14521,8,2,11071
14523,1,0,3009
14533,3,23,12932
14535,0,0,225
14542,15,2,1535
14551,1,6,2239
14552,0,1,629
14555,0,0,3062
14558,5,9,3110
14574,3,2,1423
14579,2,1,4212
14608,0,0,210
14641,10,2,2317
14678,21,10,7528
14690,0,0,6030
14694,0,0,112
14695,0,0,3060
14708,2,2,3850
14716,0,0,1291
14735,43,9,9288
14736,0,0,118
14746,4,18,7377
14754,0,4,352
14768,2,6,8988
14792,3,4,3668
14821,1,4,3926
14852,0,0,432
14856,0,0,1004
14863,13,5,9677
14879,4,1,960
14881,0,0,3330
14882,4,5,7354
14927,0,1,591
14933,9,13,2694
14934,2,0,1271
14937,0,0,8822
14939,1,0,182
14940,3,13,7690
14942,22,68,19598
14944,1,1,3124
14945,1,0,178
14948,24,10,7045
14949,2,2,11799
14951,8,9,5245
14954,0,0,1179
14960,4,3,8651
14962,4,2,3591
14963,0,2,2040
14971,1,3,3426
14974,0,1,3349
14977,0,0,2656
15008,2,3,2002
15018,3,5,7658
15033,5,7,2188
15039,17,30,10259
15045,9,6,6192
15047,0,0,165
15049,4,0,3790
15052,6,15,5777
15055,1,3,2081
15067,2,1,1658
15069,0,0,982
15071,1,3,1801
15072,20,7,4451
15074,22,2,7312
15075,2,0,941
15076,38,36,15696
15077,0,3,6883
15078,3,0,1025
15083,8,9,8669
15102,18,10,8414
15112,6,1,2310
15117,7,3,3386
15118,2,1,3360
15125,0,0,900
15128,26,12,11036
15131,1,2,2154
15135,3,6,12748
15150,3,0,1685
15153,25,19,7545
15163,1,0,109
15164,0,0,853
15165,0,1,270
15166,1,6,3558
15185,60,40,12757
15209,4,1,1471
15216,0,2,956
15220,0,1,11803
15243,28,11,7865
15250,0,0,210
15260,0,1,2763
15275,1,1,797
15300,0,1,1594
15338,2,0,1338
15342,2,1,1196
15362,4,13,17304
15363,3,3,9380
15368,0,0,4026
15373,4,3,1239
15378,6,8,2693
15379,5,2,1610
15380,20,4,3988
15381,27,15,5624
15386,0,0,960
15404,2,2,538
15409,1,0,2011
15420,11,2,9774
15427,0,0,180
15432,21,6,6643
15452,11,10,39494
15454,0,1,4510
15461,2,8,2897
15463,3,1,841
15472,0,0,1215
15486,1,2,815
15500,1,0,1131
15511,23,18,7065
15567,2,1,3142
15568,44,27,17390
15569,0,0,6968
15570,0,3,41340
15583,6,0,626
15590,0,3,4555
15591,0,0,63
15593,20,6,5842
15595,0,0,2314
15596,2,0,3204
15597,1,1,5251
15645,1,0,427
15647,9,12,5644
15650,4,11,17419
15666,5,8,5575
15670,0,0,1851
15673,0,0,280
15676,0,0,15304
15680,0,0,10929
15693,32,30,17447
15715,2,1,5483
15717,2,0,3048
15730,0,1,3317
15743,3,12,9686
15747,0,0,1710
15760,12,10,5651
15761,0,3,4472
15762,0,0,840
15764,0,0,45
15765,4,1,1251
15773,3,5,13757
15788,1,1,141
15790,5,6,4570
15796,0,1,3117
15798,3,1,4874
15799,51,66,20564
15803,3,2,1561
15804,4,10,9317
15808,4,4,4929
15821,18,6,3778
15838,0,0,180
15843,6,9,3095
15844,3,7,4249
15872,1,0,2681
15881,24,9,7193
15885,11,4,2737
15888,0,1,1335
15894,7,9,2775
15904,1,2,8401
15907,4,13,3933
15916,0,0,135
15921,5,8,6681
15929,2,0,1974
15930,0,0,435
15951,18,59,23891
15952,4,2,1222
15955,1,1,2066
15956,9,82,36199
15961,9,8,6548
15974,0,0,3420
15980,0,0,360
15981,1,1,510
15983,3,4,7731
16058,0,0,23327
16064,0,0,2306
16095,1,2,4594
16101,27,44,29121
16117,3,3,877
16118,0,3,3315
16120,8,10,14515
16124,0,0,1026
16135,76,45,21211
16136,14,18,38491
16137,13,14,6495
16152,15,9,3677
16186,0,0,4842
16191,1,0,1153
16230,0,0,4426
16252,0,0,341
16306,45,36,34143
16311,28,7,4949
16315,1,2,5758
16335,2,3,7820
16353,1,3,4753
16375,14,15,21074
16394,0,0,1170
16397,0,0,834
16402,45,14,6913
16408,0,0,16368
16417,5,0,3636
16420,0,0,2465
16433,0,0,187
16439,0,1,3773
16444,0,0,4795
16458,4,4,12306
16474,1,6,1089
16498,0,0,3270
16499,2,0,522
16519,5,11,2559
16520,11,8,11444
16529,23,6,6337
16531,5,0,1836
16533,1,3,6047
16535,4,7,4452
16551,0,0,1125
16565,0,3,1547
16576,1,1,2657
16589,52,19,9415
16591,7,15,8663
16595,2,0,5896
16597,3,0,9229
16599,0,1,342
16600,10,3,7077
16617,9,7,10451
16624,4,10,5885
16631,3,15,14846
16633,0,0,10101
16634,0,0,2338
16635,4,26,20873
16649,44,31,10711
16651,4,1,3636
16675,20,7,3352
16682,1,1,1172
16690,9,10,4619
16693,0,0,7414
16698,1,0,448
16716,1,1,1682
16726,0,1,969
16731,0,2,5280
16743,0,1,2022
16744,2,9,6420
16746,7,6,3361
16756,19,29,18871
16760,12,32,16150
16768,0,0,140
16791,46,51,16638
16810,0,0,1717
16816,0,1,10241
16828,0,0,64
16831,1,2,3035
16833,14,5,3417
16843,0,0,1530
16868,2,2,9762
16870,1,2,3094
16873,2,1,3981
16888,0,0,3095
16891,0,0,1607
16893,19,6,6026
16902,5,4,2339
16911,0,0,37193
16913,0,0,4428
16922,38,25,16590
16947,2,2,4460
16955,12,18,4294
16956,0,1,1013
16968,1,2,1780
16971,0,0,145
16993,32,18,8147
17025,2,1,6225
17029,0,0,270
17057,1,4,1243
17123,3,6,1997
17127,7,3,17427
17129,11,3,5286
17130,1,3,2640
17140,2,10,2998
17171,0,2,4047
17179,9,4,13207
17184,9,16,16047
17206,0,0,240
17212,1,0,806
17217,0,1,3315
17220,0,0,1161
17225,0,3,792
17228,0,0,1783
17232,0,1,6150
17239,2,1,7093
17244,4,2,2239
